ROUTE,TOTAL_FLIGHTS,TOTAL_CANCELLED,TOTAL_ARRIVED,DELAYED_FLIGHTS_W,ARR_DELAY_MIN_W,CANCEL_RATE,DELAY_RATE,AVG_ARR_DELAY_MIN
RSW-STL,758,5.0,752.0,172.0,11147.0,0.006596306068601583,0.22872340425531915,14.82313829787234
RSW-SYR,20,1.0,19.0,3.0,178.0,0.05,0.15789473684210525,9.368421052631579
RSW-TTN,136,0.0,135.0,23.0,2348.0,0.0,0.17037037037037037,17.392592592592592
SAF-AUS,8,0.0,8.0,4.0,940.0,0.0,0.5,117.5
SAF-DFW,1355,23.0,1328.0,245.0,26092.0,0.016974169741697416,0.1844879518072289,19.647590361445783
SAF-PHX,418,2.0,416.0,84.0,6047.0,0.004784688995215311,0.20192307692307693,14.536057692307692
SAN-ABQ,618,4.0,613.0,119.0,6331.0,0.006472491909385114,0.19412724306688417,10.3278955954323
SAN-ATL,2171,20.0,2144.0,282.0,26663.0,0.009212344541685858,0.13152985074626866,12.436100746268657
SAN-AUS,2094,27.0,2061.0,442.0,23667.0,0.012893982808022923,0.21445900048520136,11.483260553129549
SAN-AZA,24,0.0,24.0,6.0,310.0,0.0,0.25,12.916666666666666
SAN-BLI,24,0.0,24.0,3.0,175.0,0.0,0.125,7.291666666666667
SAN-BNA,606,4.0,599.0,141.0,6289.0,0.006600660066006601,0.2353923205342237,10.499165275459099
SAN-BOI,416,1.0,413.0,67.0,4185.0,0.002403846153846154,0.162227602905569,10.13317191283293
SAN-BOS,1515,8.0,1471.0,411.0,33345.0,0.005280528052805281,0.2794017675050986,22.668252889191027
SAN-BWI,582,4.0,575.0,135.0,7561.0,0.006872852233676976,0.23478260869565218,13.149565217391304
SAN-BZN,49,0.0,49.0,10.0,539.0,0.0,0.20408163265306123,11.0
SAN-CLE,39,2.0,37.0,10.0,424.0,0.05128205128205128,0.2702702702702703,11.45945945945946
SAN-CLT,1534,6.0,1525.0,246.0,27539.0,0.003911342894393742,0.16131147540983606,18.058360655737705
SAN-COS,14,0.0,14.0,2.0,71.0,0.0,0.14285714285714285,5.071428571428571
SAN-DAL,1402,20.0,1376.0,292.0,15647.0,0.014265335235378032,0.21220930232558138,11.371366279069768
SAN-DEN,5361,75.0,5264.0,952.0,68126.0,0.013989927252378288,0.18085106382978725,12.941869300911854
SAN-DFW,3514,53.0,3452.0,721.0,69210.0,0.01508252703471827,0.20886442641946698,20.049246813441485
SAN-DSM,55,0.0,54.0,19.0,1256.0,0.0,0.35185185185185186,23.25925925925926
SAN-DTW,1193,9.0,1181.0,143.0,9769.0,0.0075440067057837385,0.12108382726502964,8.271803556308214
SAN-ELP,357,3.0,354.0,52.0,2666.0,0.008403361344537815,0.14689265536723164,7.531073446327683
SAN-EUG,191,1.0,190.0,48.0,2722.0,0.005235602094240838,0.25263157894736843,14.326315789473684
SAN-EWR,1681,33.0,1622.0,300.0,27869.0,0.019631171921475312,0.18495684340320592,17.181874229346487
SAN-FAT,894,2.0,892.0,139.0,8173.0,0.0022371364653243847,0.15582959641255606,9.16255605381166
SAN-FCA,27,0.0,27.0,5.0,780.0,0.0,0.18518518518518517,28.88888888888889
SAN-FLL,487,4.0,475.0,192.0,21764.0,0.008213552361396304,0.40421052631578946,45.81894736842105
SAN-FSD,24,0.0,24.0,6.0,344.0,0.0,0.25,14.333333333333334
SAN-GEG,356,0.0,356.0,62.0,3643.0,0.0,0.17415730337078653,10.23314606741573
SAN-HDN,45,2.0,40.0,3.0,184.0,0.044444444444444446,0.075,4.6
SAN-HNL,1459,5.0,1428.0,401.0,26286.0,0.003427004797806717,0.280812324929972,18.407563025210084
SAN-HOU,731,4.0,727.0,120.0,6766.0,0.005471956224350205,0.16506189821182943,9.306740027510317
SAN-IAD,1412,13.0,1388.0,173.0,13435.0,0.009206798866855524,0.12463976945244956,9.679394812680115
SAN-IAH,1794,10.0,1774.0,281.0,20604.0,0.005574136008918618,0.15839909808342728,11.614430665163473
SAN-IDA,22,0.0,22.0,16.0,1082.0,0.0,0.7272727272727273,49.18181818181818
SAN-IND,18,0.0,18.0,7.0,652.0,0.0,0.3888888888888889,36.22222222222222
SAN-JAC,43,0.0,43.0,6.0,226.0,0.0,0.13953488372093023,5.255813953488372
SAN-JFK,2499,33.0,2435.0,550.0,45281.0,0.013205282112845138,0.22587268993839835,18.595893223819303
SAN-KOA,326,0.0,318.0,63.0,4476.0,0.0,0.19811320754716982,14.075471698113208
SAN-LAS,6864,145.0,6712.0,1686.0,108569.0,0.021124708624708624,0.25119189511323003,16.17535756853397
SAN-LAX,1904,4.0,1900.0,176.0,15207.0,0.0021008403361344537,0.09263157894736843,8.003684210526316
SAN-LIH,287,1.0,280.0,52.0,3689.0,0.003484320557491289,0.18571428571428572,13.175
SAN-MCI,602,2.0,599.0,137.0,7626.0,0.0033222591362126247,0.2287145242070117,12.731218697829716
SAN-MCO,631,12.0,613.0,170.0,18732.0,0.01901743264659271,0.27732463295269166,30.557911908646002
SAN-MDW,1113,11.0,1096.0,193.0,10831.0,0.009883198562443846,0.1760948905109489,9.882299270072993
SAN-MFR,20,1.0,19.0,13.0,886.0,0.05,0.6842105263157895,46.63157894736842
SAN-MIA,378,2.0,374.0,63.0,5866.0,0.005291005291005291,0.16844919786096257,15.684491978609625
SAN-MRY,283,0.0,283.0,49.0,3220.0,0.0,0.17314487632508835,11.378091872791519
SAN-MSO,7,0.0,7.0,1.0,23.0,0.0,0.14285714285714285,3.2857142857142856
SAN-MSP,1331,9.0,1317.0,152.0,10662.0,0.0067618332081141996,0.11541381928625664,8.095671981776766
SAN-MSY,132,0.0,132.0,33.0,1510.0,0.0,0.25,11.43939393939394
SAN-OAK,3989,40.0,3948.0,843.0,45603.0,0.01002757583354224,0.2135258358662614,11.550911854103344
SAN-OGG,690,2.0,678.0,170.0,10780.0,0.002898550724637681,0.25073746312684364,15.899705014749262
SAN-ORD,2611,19.0,2577.0,281.0,32802.0,0.007276905400229797,0.10904152114862242,12.728754365541327
SAN-PDX,1604,10.0,1591.0,256.0,14465.0,0.006234413965087282,0.16090509113764928,9.09176618478944
SAN-PHL,890,10.0,880.0,91.0,11735.0,0.011235955056179775,0.10340909090909091,13.335227272727273
SAN-PHX,5358,62.0,5292.0,1051.0,73693.0,0.011571481896229937,0.19860166288737718,13.92535903250189
SAN-PSC,22,0.0,22.0,9.0,730.0,0.0,0.4090909090909091,33.18181818181818
SAN-PVU,101,2.0,99.0,48.0,4531.0,0.019801980198019802,0.48484848484848486,45.76767676767677
SAN-RDM,199,0.0,197.0,37.0,1954.0,0.0,0.18781725888324874,9.918781725888325
SAN-RNO,767,8.0,759.0,156.0,8277.0,0.010430247718383311,0.20553359683794467,10.90513833992095
SAN-SAT,491,2.0,489.0,127.0,6583.0,0.004073319755600814,0.25971370143149286,13.462167689161554
SAN-SBP,257,1.0,256.0,40.0,2964.0,0.0038910505836575876,0.15625,11.578125
SAN-SEA,4676,30.0,4641.0,617.0,48332.0,0.00641573994867408,0.13294548588666236,10.41413488472312
SAN-SFO,6203,57.0,6131.0,1447.0,85177.0,0.009189102047396421,0.2360137008644593,13.89283966726472
SAN-SJC,6061,64.0,5991.0,1138.0,61810.0,0.0105593136446131,0.1899515940577533,10.317142380237023
SAN-SLC,2329,19.0,2309.0,329.0,28637.0,0.008158007728638901,0.14248592464270246,12.402338674750974
SAN-SMF,5881,48.0,5833.0,1084.0,59483.0,0.008161877231763306,0.18583919081090347,10.197668438196468
SAN-STL,459,1.0,458.0,100.0,4852.0,0.002178649237472767,0.2183406113537118,10.593886462882097
SAN-STS,569,0.0,564.0,88.0,5053.0,0.0,0.15602836879432624,8.959219858156029
SAN-TPA,87,0.0,87.0,14.0,1054.0,0.0,0.16091954022988506,12.114942528735632
SAN-TUS,582,2.0,579.0,105.0,6547.0,0.003436426116838488,0.18134715025906736,11.307426597582038
SAT-ABQ,13,0.0,13.0,5.0,206.0,0.0,0.38461538461538464,15.846153846153847
SAT-ATL,3132,26.0,3100.0,419.0,27346.0,0.008301404853128991,0.13516129032258065,8.821290322580646
SAT-BNA,727,3.0,722.0,86.0,5409.0,0.0041265474552957355,0.11911357340720222,7.491689750692521
SAT-BOS,365,5.0,357.0,121.0,9751.0,0.0136986301369863,0.3389355742296919,27.313725490196077
SAT-BWI,951,11.0,939.0,163.0,10222.0,0.011566771819137749,0.17358892438764642,10.88604898828541
SAT-CLT,1402,4.0,1396.0,194.0,22880.0,0.0028530670470756064,0.13896848137535817,16.389684813753583
SAT-COS,14,0.0,14.0,2.0,147.0,0.0,0.14285714285714285,10.5
SAT-DAL,2928,47.0,2877.0,400.0,24669.0,0.01605191256830601,0.13903371567605144,8.574556830031282
SAT-DEN,3108,36.0,3064.0,553.0,38974.0,0.011583011583011582,0.18048302872062663,12.719973890339425
SAT-DFW,3635,48.0,3582.0,743.0,64623.0,0.013204951856946355,0.20742601898380794,18.04103852596315
SAT-DTW,908,10.0,896.0,103.0,9532.0,0.011013215859030838,0.11495535714285714,10.638392857142858
SAT-ELP,738,5.0,731.0,111.0,5854.0,0.006775067750677507,0.1518467852257182,8.008207934336525
SAT-EWR,700,9.0,688.0,104.0,9923.0,0.012857142857142857,0.1511627906976744,14.42296511627907
SAT-FLL,308,4.0,304.0,30.0,2675.0,0.012987012987012988,0.09868421052631579,8.799342105263158
SAT-HOU,1689,9.0,1678.0,222.0,13344.0,0.0053285968028419185,0.13230035756853398,7.952324195470799
SAT-IAD,654,7.0,647.0,57.0,5210.0,0.010703363914373088,0.08809891808346214,8.052550231839259
SAT-IAH,2248,27.0,2219.0,443.0,31593.0,0.01201067615658363,0.1996394772420009,14.237494366831907
SAT-JFK,601,11.0,589.0,210.0,23634.0,0.018302828618968387,0.3565365025466893,40.125636672325975
SAT-LAS,2093,29.0,2060.0,468.0,30607.0,0.01385570950788342,0.22718446601941747,14.857766990291262
SAT-LAX,2050,10.0,2039.0,314.0,27019.0,0.004878048780487805,0.15399705738106914,13.251103482099069
SAT-MCI,198,0.0,197.0,9.0,415.0,0.0,0.04568527918781726,2.1065989847715736
SAT-MCO,1231,13.0,1216.0,282.0,19869.0,0.010560519902518278,0.23190789473684212,16.339638157894736
SAT-MDW,693,4.0,685.0,79.0,4301.0,0.005772005772005772,0.11532846715328467,6.278832116788321
SAT-MIA,498,6.0,491.0,70.0,6041.0,0.012048192771084338,0.1425661914460285,12.30346232179226
SAT-MSP,843,6.0,837.0,85.0,9444.0,0.0071174377224199285,0.1015531660692951,11.283154121863799
SAT-MSY,412,0.0,410.0,49.0,2665.0,0.0,0.11951219512195121,6.5
SAT-OKC,313,0.0,313.0,59.0,2849.0,0.0,0.18849840255591055,9.10223642172524
SAT-ORD,1382,18.0,1359.0,159.0,20553.0,0.013024602026049204,0.11699779249448124,15.123620309050773
SAT-PHX,2462,7.0,2453.0,379.0,30830.0,0.002843216896831844,0.15450468813697513,12.568283734203018
SAT-SAN,491,4.0,487.0,78.0,4606.0,0.008146639511201629,0.1601642710472279,9.457905544147843
SAT-SEA,515,1.0,513.0,139.0,7515.0,0.001941747572815534,0.2709551656920078,14.649122807017545
SAT-SFO,366,3.0,363.0,32.0,3888.0,0.00819672131147541,0.0881542699724518,10.710743801652892
SAT-SLC,1030,8.0,1019.0,117.0,14383.0,0.007766990291262136,0.11481844946025516,14.114818449460255
SAT-STL,431,1.0,430.0,49.0,2681.0,0.002320185614849188,0.11395348837209303,6.234883720930233
SAT-TPA,405,5.0,399.0,79.0,4410.0,0.012345679012345678,0.19799498746867167,11.052631578947368
SAV-ATL,2539,30.0,2507.0,341.0,30219.0,0.011815675462780622,0.1360191463901077,12.053849222177902
SAV-ATW,45,0.0,45.0,8.0,1027.0,0.0,0.17777777777777778,22.822222222222223
SAV-BLV,25,1.0,23.0,3.0,128.0,0.04,0.13043478260869565,5.565217391304348
SAV-BNA,511,3.0,508.0,97.0,5198.0,0.005870841487279843,0.19094488188976377,10.23228346456693
SAV-BOS,618,8.0,606.0,157.0,14217.0,0.012944983818770227,0.2590759075907591,23.46039603960396
SAV-BWI,804,6.0,797.0,174.0,10600.0,0.007462686567164179,0.21831869510664995,13.299874529485571
SAV-CAK,116,0.0,116.0,12.0,1537.0,0.0,0.10344827586206896,13.25
SAV-CLT,2510,23.0,2485.0,368.0,31894.0,0.009163346613545816,0.14808853118712273,12.834607645875252
SAV-CVG,160,0.0,157.0,38.0,3670.0,0.0,0.24203821656050956,23.37579617834395
SAV-DAL,384,3.0,381.0,91.0,5743.0,0.0078125,0.2388451443569554,15.073490813648293
SAV-DCA,724,8.0,713.0,97.0,10418.0,0.011049723756906077,0.13604488078541374,14.611500701262273
SAV-DEN,376,3.0,368.0,102.0,8624.0,0.007978723404255319,0.27717391304347827,23.434782608695652
SAV-DFW,945,15.0,927.0,180.0,14588.0,0.015873015873015872,0.1941747572815534,15.736785329018339
SAV-DTW,206,2.0,203.0,37.0,1987.0,0.009708737864077669,0.18226600985221675,9.788177339901479
SAV-EWR,1053,30.0,1021.0,180.0,20308.0,0.02849002849002849,0.1762977473065622,19.890303623898138
SAV-FNT,12,0.0,12.0,2.0,422.0,0.0,0.16666666666666666,35.166666666666664
SAV-GRR,47,0.0,47.0,10.0,390.0,0.0,0.2127659574468085,8.297872340425531
SAV-HOU,362,1.0,357.0,71.0,3222.0,0.0027624309392265192,0.19887955182072828,9.025210084033613
SAV-IAD,97,3.0,94.0,15.0,908.0,0.030927835051546393,0.1595744680851064,9.659574468085106
SAV-IAH,3,0.0,3.0,2.0,76.0,0.0,0.6666666666666666,25.333333333333332
SAV-IND,35,1.0,34.0,7.0,380.0,0.02857142857142857,0.20588235294117646,11.176470588235293
SAV-JFK,1642,53.0,1586.0,350.0,29960.0,0.03227771010962241,0.22068095838587642,18.890290037831022
SAV-LCK,124,1.0,122.0,16.0,2317.0,0.008064516129032258,0.13114754098360656,18.991803278688526
SAV-LGA,1165,39.0,1120.0,202.0,18248.0,0.03347639484978541,0.18035714285714285,16.292857142857144
SAV-MDW,450,3.0,446.0,92.0,7124.0,0.006666666666666667,0.2062780269058296,15.973094170403588
SAV-MIA,617,3.0,611.0,101.0,7846.0,0.004862236628849271,0.16530278232405893,12.841243862520459
SAV-MSP,101,0.0,101.0,33.0,2555.0,0.0,0.32673267326732675,25.297029702970296
SAV-ORD,882,11.0,869.0,130.0,9907.0,0.012471655328798186,0.14959723820483314,11.400460299194476
SAV-PHL,794,10.0,782.0,114.0,10080.0,0.012594458438287154,0.14578005115089515,12.89002557544757
SAV-PIT,88,0.0,88.0,12.0,571.0,0.0,0.13636363636363635,6.488636363636363
SAV-SDF,22,0.0,22.0,7.0,356.0,0.0,0.3181818181818182,16.181818181818183
SBA-DEN,1275,20.0,1246.0,208.0,20945.0,0.01568627450980392,0.16693418940609953,16.80979133226324
SBA-DFW,674,15.0,656.0,138.0,15386.0,0.02225519287833828,0.21036585365853658,23.454268292682926
SBA-LAS,996,17.0,977.0,184.0,11619.0,0.01706827309236948,0.18833162743091095,11.892528147389969
SBA-LAX,555,11.0,544.0,47.0,5950.0,0.01981981981981982,0.08639705882352941,10.9375
SBA-OAK,368,4.0,364.0,80.0,4873.0,0.010869565217391304,0.21978021978021978,13.387362637362637
SBA-PDX,248,1.0,247.0,36.0,2116.0,0.004032258064516129,0.145748987854251,8.566801619433198
SBA-PHX,1025,7.0,1018.0,159.0,14189.0,0.006829268292682927,0.15618860510805502,13.93811394891945
SBA-SEA,364,5.0,359.0,39.0,2360.0,0.013736263736263736,0.10863509749303621,6.573816155988858
SBA-SFO,1331,31.0,1300.0,293.0,23547.0,0.02329075882794891,0.22538461538461538,18.113076923076925
SBA-SMF,365,2.0,363.0,41.0,2811.0,0.005479452054794521,0.11294765840220386,7.743801652892562
SBN-ATL,915,3.0,906.0,118.0,11020.0,0.003278688524590164,0.13024282560706402,12.16335540838852
SBN-AZA,110,0.0,110.0,19.0,2161.0,0.0,0.17272727272727273,19.645454545454545
SBN-CLT,1060,5.0,1054.0,144.0,15988.0,0.0047169811320754715,0.1366223908918406,15.168880455407969
SBN-DCA,12,0.0,12.0,2.0,132.0,0.0,0.16666666666666666,11.0
SBN-DFW,851,9.0,838.0,160.0,13140.0,0.010575793184488837,0.1909307875894988,15.680190930787589
SBN-DTW,121,0.0,121.0,17.0,1770.0,0.0,0.14049586776859505,14.62809917355372
SBN-EWR,6,0.0,6.0,3.0,1534.0,0.0,0.5,255.66666666666666
SBN-GSP,2,0.0,2.0,1.0,124.0,0.0,0.5,62.0
SBN-LAS,104,0.0,103.0,28.0,3176.0,0.0,0.27184466019417475,30.83495145631068
SBN-LAX,2,0.0,2.0,1.0,157.0,0.0,0.5,78.5
SBN-LGA,19,0.0,19.0,6.0,308.0,0.0,0.3157894736842105,16.210526315789473
SBN-MSP,365,4.0,360.0,41.0,4584.0,0.010958904109589041,0.11388888888888889,12.733333333333333
SBN-ORD,1735,33.0,1701.0,312.0,26129.0,0.019020172910662825,0.18342151675485008,15.360964138741917
SBN-PGD,157,2.0,154.0,40.0,3604.0,0.012738853503184714,0.2597402597402597,23.4025974025974
SBN-PIE,123,1.0,122.0,23.0,1511.0,0.008130081300813009,0.1885245901639344,12.385245901639344
SBN-RDU,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
SBN-SFB,145,0.0,145.0,47.0,6899.0,0.0,0.32413793103448274,47.57931034482758
SBN-SRQ,90,0.0,90.0,19.0,2032.0,0.0,0.2111111111111111,22.57777777777778
SBP-DEN,721,9.0,705.0,137.0,11960.0,0.012482662968099861,0.19432624113475178,16.9645390070922
SBP-DFW,666,16.0,645.0,168.0,23404.0,0.024024024024024024,0.26046511627906976,36.285271317829455
SBP-LAS,18,0.0,18.0,5.0,310.0,0.0,0.2777777777777778,17.22222222222222
SBP-LAX,438,7.0,430.0,41.0,5131.0,0.01598173515981735,0.09534883720930233,11.932558139534883
SBP-PDX,195,0.0,195.0,23.0,1701.0,0.0,0.11794871794871795,8.723076923076922
SBP-PHX,1074,3.0,1070.0,239.0,22340.0,0.002793296089385475,0.22336448598130842,20.878504672897197
SBP-SAN,256,1.0,255.0,56.0,3523.0,0.00390625,0.2196078431372549,13.815686274509805
SBP-SEA,266,1.0,265.0,46.0,3909.0,0.0037593984962406013,0.17358490566037735,14.750943396226415
SBP-SFO,1213,10.0,1203.0,253.0,23774.0,0.008244023083264633,0.21030756442227763,19.762261014131337
SCC-ANC,414,10.0,404.0,34.0,3401.0,0.024154589371980676,0.08415841584158416,8.418316831683168
SCC-BRW,1,0.0,0.0,0.0,0.0,0.0,,
SCE-ATL,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SCE-CID,1,0.0,1.0,0.0,7.0,0.0,0.0,7.0
SCE-DTW,9,0.0,9.0,1.0,37.0,0.0,0.1111111111111111,4.111111111111111
SCE-EWR,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SCE-LGA,273,5.0,268.0,29.0,2310.0,0.018315018315018316,0.10820895522388059,8.619402985074627
SCE-ORD,988,12.0,973.0,171.0,15866.0,0.012145748987854251,0.17574511819116137,16.306269270298046
SCE-PHL,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
SCK-LAS,432,2.0,430.0,195.0,13868.0,0.004629629629629629,0.45348837209302323,32.25116279069768
SCK-PHX,104,1.0,103.0,52.0,2870.0,0.009615384615384616,0.5048543689320388,27.864077669902912
SDF-ATL,2982,22.0,2957.0,286.0,25553.0,0.007377598926894702,0.09671964829218803,8.641528576259722
SDF-AUS,60,0.0,60.0,15.0,1091.0,0.0,0.25,18.183333333333334
SDF-BOS,753,25.0,725.0,113.0,8951.0,0.033200531208499334,0.15586206896551724,12.346206896551724
SDF-BWI,860,10.0,849.0,113.0,7758.0,0.011627906976744186,0.1330977620730271,9.137809187279151
SDF-CLT,1806,18.0,1787.0,326.0,45563.0,0.009966777408637873,0.18242865137101288,25.496922216004478
SDF-DAL,82,3.0,78.0,15.0,1373.0,0.036585365853658534,0.19230769230769232,17.602564102564102
SDF-DCA,1185,17.0,1165.0,133.0,13900.0,0.014345991561181435,0.11416309012875536,11.931330472103005
SDF-DEN,1135,11.0,1123.0,201.0,19579.0,0.009691629955947136,0.17898486197684774,17.434550311665184
SDF-DFW,1888,31.0,1850.0,315.0,36358.0,0.01641949152542373,0.17027027027027028,19.65297297297297
SDF-DTW,1010,12.0,997.0,95.0,8647.0,0.011881188118811881,0.09528585757271815,8.673019057171514
SDF-EWR,1057,31.0,1021.0,138.0,8839.0,0.0293282876064333,0.13516160626836435,8.657198824681684
SDF-FLL,376,5.0,369.0,107.0,8355.0,0.013297872340425532,0.2899728997289973,22.642276422764226
SDF-HOU,329,1.0,325.0,60.0,3038.0,0.00303951367781155,0.18461538461538463,9.347692307692308
SDF-IAD,355,1.0,352.0,16.0,1091.0,0.0028169014084507044,0.045454545454545456,3.0994318181818183
SDF-IAH,219,3.0,215.0,68.0,7030.0,0.0136986301369863,0.31627906976744186,32.69767441860465
SDF-JFK,4,0.0,4.0,3.0,428.0,0.0,0.75,107.0
SDF-LAS,558,6.0,552.0,112.0,8133.0,0.010752688172043012,0.2028985507246377,14.733695652173912
SDF-LAX,335,6.0,328.0,121.0,9266.0,0.01791044776119403,0.36890243902439024,28.25
SDF-LGA,1539,32.0,1501.0,172.0,13966.0,0.02079272254710851,0.1145902731512325,9.304463690872751
SDF-MCO,901,8.0,891.0,266.0,20249.0,0.008879023307436182,0.29854096520763185,22.72615039281706
SDF-MDW,1046,15.0,1031.0,139.0,11046.0,0.014340344168260038,0.13482056256062075,10.713870029097963
SDF-MIA,507,4.0,499.0,83.0,8032.0,0.007889546351084813,0.16633266533066132,16.096192384769537
SDF-MSP,733,8.0,724.0,79.0,7666.0,0.010914051841746248,0.10911602209944751,10.588397790055248
SDF-MYR,8,0.0,8.0,1.0,34.0,0.0,0.125,4.25
SDF-ORD,1997,21.0,1974.0,356.0,30509.0,0.010515773660490736,0.18034447821681865,15.455420466058763
SDF-PGD,111,0.0,110.0,34.0,4366.0,0.0,0.3090909090909091,39.69090909090909
SDF-PHL,483,3.0,480.0,41.0,4539.0,0.006211180124223602,0.08541666666666667,9.45625
SDF-PHX,179,0.0,179.0,30.0,2694.0,0.0,0.16759776536312848,15.050279329608939
SDF-PIE,109,1.0,108.0,18.0,1869.0,0.009174311926605505,0.16666666666666666,17.305555555555557
SDF-RDU,2,0.0,2.0,2.0,345.0,0.0,1.0,172.5
SDF-RSW,14,0.0,14.0,3.0,201.0,0.0,0.21428571428571427,14.357142857142858
SDF-SAV,22,0.0,22.0,6.0,1352.0,0.0,0.2727272727272727,61.45454545454545
SDF-SFB,125,0.0,125.0,41.0,3146.0,0.0,0.328,25.168
SDF-SFO,3,0.0,3.0,1.0,132.0,0.0,0.3333333333333333,44.0
SDF-SRQ,71,0.0,71.0,17.0,1851.0,0.0,0.23943661971830985,26.070422535211268
SDF-STL,2,0.0,2.0,1.0,129.0,0.0,0.5,64.5
SDF-TPA,441,3.0,438.0,67.0,4612.0,0.006802721088435374,0.15296803652968036,10.529680365296803
SDF-VPS,89,1.0,87.0,8.0,446.0,0.011235955056179775,0.09195402298850575,5.126436781609195
SEA-ABQ,466,0.0,466.0,77.0,4077.0,0.0,0.16523605150214593,8.74892703862661
SEA-ALW,344,15.0,326.0,32.0,2165.0,0.0436046511627907,0.09815950920245399,6.641104294478527
SEA-ANC,7520,41.0,7476.0,1372.0,72615.0,0.005452127659574468,0.18352059925093633,9.713081861958267
SEA-ATL,3522,16.0,3495.0,631.0,50463.0,0.004542873367404884,0.1805436337625179,14.43862660944206
SEA-AUS,2026,11.0,2013.0,444.0,24744.0,0.005429417571569595,0.22056631892697467,12.292101341281668
SEA-BLI,602,6.0,596.0,56.0,3150.0,0.009966777408637873,0.09395973154362416,5.285234899328859
SEA-BNA,1197,2.0,1192.0,244.0,11411.0,0.001670843776106934,0.20469798657718122,9.572986577181208
SEA-BOI,4572,8.0,4560.0,594.0,35102.0,0.0017497812773403325,0.13026315789473683,7.69780701754386
SEA-BOS,2625,13.0,2607.0,715.0,47281.0,0.004952380952380952,0.2742616033755274,18.136171845032603
SEA-BUR,1495,8.0,1480.0,277.0,14667.0,0.005351170568561873,0.18716216216216217,9.910135135135135
SEA-BWI,472,2.0,467.0,86.0,4667.0,0.00423728813559322,0.1841541755888651,9.993576017130621
SEA-BZN,795,4.0,791.0,164.0,8208.0,0.005031446540880503,0.20733249051833122,10.376738305941846
SEA-CHS,351,1.0,346.0,53.0,2636.0,0.002849002849002849,0.1531791907514451,7.618497109826589
SEA-CLE,469,0.0,466.0,91.0,3974.0,0.0,0.19527896995708155,8.527896995708154
SEA-CLT,1186,12.0,1170.0,218.0,22195.0,0.01011804384485666,0.18632478632478633,18.97008547008547
SEA-CMH,448,0.0,445.0,82.0,4003.0,0.0,0.1842696629213483,8.995505617977528
SEA-CVG,725,2.0,721.0,101.0,5661.0,0.002758620689655172,0.14008321775312066,7.851595006934812
SEA-DAL,449,2.0,445.0,76.0,4019.0,0.004454342984409799,0.1707865168539326,9.031460674157303
SEA-DCA,729,1.0,725.0,146.0,8171.0,0.0013717421124828531,0.2013793103448276,11.270344827586207
SEA-DEN,6648,54.0,6566.0,1433.0,93744.0,0.008122743682310469,0.2182455071580871,14.277185501066098
SEA-DFW,4133,51.0,4065.0,948.0,85729.0,0.012339704814904429,0.23321033210332104,21.089544895448956
SEA-DTW,2043,17.0,2020.0,272.0,17288.0,0.008321096426823299,0.13465346534653466,8.558415841584159
SEA-ELP,285,1.0,282.0,52.0,2065.0,0.0035087719298245615,0.18439716312056736,7.322695035460993
SEA-EUG,1406,1.0,1403.0,139.0,9008.0,0.0007112375533428165,0.09907341411261582,6.420527441197434
SEA-EWR,2098,32.0,2056.0,440.0,28620.0,0.015252621544327931,0.2140077821011673,13.92023346303502
SEA-FAI,2174,10.0,2162.0,394.0,22013.0,0.004599816007359705,0.1822386679000925,10.18177613320999
SEA-FAT,793,2.0,791.0,97.0,5675.0,0.0025220680958385876,0.12262958280657396,7.174462705436157
SEA-FCA,78,0.0,78.0,13.0,479.0,0.0,0.16666666666666666,6.141025641025641
SEA-FLL,956,8.0,939.0,192.0,11301.0,0.008368200836820083,0.20447284345047922,12.035143769968052
SEA-GEG,4977,23.0,4948.0,802.0,52429.0,0.004621257785814748,0.16208569118835894,10.595998383185126
SEA-GTF,322,1.0,321.0,32.0,1824.0,0.003105590062111801,0.09968847352024922,5.682242990654205
SEA-HDN,1,0.0,1.0,0.0,12.0,0.0,0.0,12.0
SEA-HLN,157,0.0,156.0,13.0,605.0,0.0,0.08333333333333333,3.878205128205128
SEA-HNL,2728,7.0,2710.0,663.0,39818.0,0.002565982404692082,0.24464944649446493,14.6929889298893
SEA-IAD,2251,23.0,2220.0,404.0,30762.0,0.010217681030653044,0.18198198198198198,13.856756756756758
SEA-IAH,2000,11.0,1982.0,408.0,25838.0,0.0055,0.2058526740665994,13.036326942482342
SEA-IND,546,1.0,545.0,119.0,5987.0,0.0018315018315018315,0.21834862385321102,10.985321100917432
SEA-JAC,200,1.0,198.0,32.0,1460.0,0.005,0.16161616161616163,7.373737373737374
SEA-JFK,3135,30.0,3092.0,768.0,62373.0,0.009569377990430622,0.24838292367399742,20.172380336351875
SEA-JNU,1634,18.0,1605.0,270.0,15231.0,0.011015911872705019,0.16822429906542055,9.489719626168224
SEA-KOA,1437,0.0,1434.0,285.0,14271.0,0.0,0.19874476987447698,9.951882845188285
SEA-KTN,1400,6.0,1383.0,254.0,14913.0,0.004285714285714286,0.1836587129428778,10.783080260303688
SEA-LAS,6863,55.0,6801.0,1555.0,99044.0,0.008013988051872359,0.22864284664019996,14.563152477576827
